Arquivo,Tamanho (KB),Data Modificação
TG104_104001_67678_01215_104_20260104110006_91.13.BIN,16.59,04/01/2026 10:59
TG104_104001_67678_01216_104_20260104165032_91.13.BIN,23.61,04/01/2026 16:50
TG104_104001_67678_01217_104_20260104222315_91.13.BIN,17.90,04/01/2026 22:23
