Arquivo,Tamanho (KB),Data Modificação
TG104_104001_67678_01045_104_20251110105007_91.13.BIN,45.02,10/11/2025 10:49
TG104_104001_67678_01046_104_20251110165358_91.13.BIN,49.70,10/11/2025 22:27
TG104_104001_67678_01047_104_20251110222730_91.13.BIN,74.37,10/11/2025 22:27
